id,event_type,latitude,longitude,address,event_cause,requires_road_closure,start_datetime,status,authenticated,description,veh_type,corridor,priority,police_station,gba_identifier,zone,junction
FKID007806,unplanned,12.9345638,77.6098387,"Hosur Road, Madiwala Jurisdiction, Bengaluru, Karnataka, India",others,FALSE,2024-01-15 20:21:30.624+00,closed,yes,bus breakdown traffic,,Hosur Road,High,Madiwala,Bengaluru South Corporation,South Zone 2,Marigowda-TavarkereRdJunc
FKID007807,unplanned,12.9013618,77.6012145,"Bannerghata Road, Mico Layout Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-15 20:31:26.309+00,closed,yes,out going side near location bus stop bmtc bus off road due to joint rod got broken have left side problem to traffic from location to hsbc junction,bmtc_bus,Bannerghata Road,High,Mico Layout,Bengaluru South Corporation,South Zone 2,BilekahalliJunc
FKID007808,unplanned,12.9604168,77.5836482,"Mysore Road, Halasuru Gate Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-15 20:45:44.377+00,closed,yes,radioter problem,lcv,Mysore Road,High,Halasuru Gate,Bengaluru Central Corporation,Central Zone 2,ShivajiTalkiesJunc
FKID007809,unplanned,13.0345783,77.5298356,"Tumkur Road, Yeshwanthpura Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-15 21:05:35.504+00,closed,yes,clutch plate problem,others,Tumkur Road,High,Yeshwanthpura,Bengaluru West Corporation,West Zone 1,SRS Peenya Junc
FKID007810,unplanned,12.98533,77.57461,"Sheshadripuram Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2024-01-15 21:01:11.662+00,resolved,yes,pothole,,Non-corridor,Low,Sheshadripuram,Bengaluru Central Corporation,Central Zone 2,SubedarChatramRd near SheshadripuramPS
FKID007811,unplanned,12.9245643,77.6504464,"ORR East 1, HAL Old Airport Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-15 21:23:42.915+00,closed,yes,vehicle breakdown along ORR East 1 corridor and under HAL Old Airport jurisdiction,bmtc_bus,ORR East 1,High,HAL Old Airport,Bengaluru Central Corporation,Central Zone 1,AgaraJunction
FKID007812,unplanned,12.9692182,77.5856419,"Mysore Road, Halasuru Gate Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-15 21:46:44.48+00,closed,yes,starting problem,bmtc_bus,Mysore Road,High,Halasuru Gate,Bengaluru Central Corporation,Central Zone 2,PoliceCornerJunc
FKID007813,unplanned,12.9843247,77.6416501,"Old Madras Road, Jeevanbheemanagar Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-15 21:46:50.18+00,closed,yes,this vehicle has been breakdown due to wheel bearings problem,others,Old Madras Road,High,Jeevanbheemanagar,Bengaluru Central Corporation,Central Zone 1,OldMadrasRd-Indranagar100ftRdJunc
FKID007814,unplanned,12.9291983,77.6821533,"ORR East 1, HAL Old Airport Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-15 21:58:38.989+00,closed,yes,bus car breakdown slow road junction the,bmtc_bus,ORR East 1,High,HAL Old Airport,Bengaluru East Corporation,East Zone 1,Deverabeesanahalli-ORR Junc
FKID007815,unplanned,12.9669829,77.610195,"Ashok Nagar Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-15 22:49:56.146+00,closed,yes,nothing,lcv,Non-corridor,Low,Ashok Nagar,Bengaluru Central Corporation,Central Zone 1,D'SouzaCircle
FKID007816,unplanned,12.9905937,77.6138551,"Pulikeshinagar(F.Town) Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-15 23:09:12.323+00,closed,yes,clutch prblm,private_bus,Non-corridor,Low,Pulikeshinagar(F.Town),Bengaluru Central Corporation,Central Zone 2,ThomasCafe-New
FKID007817,unplanned,12.9668199,77.6099183,"Ashok Nagar Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-15 23:23:06.354+00,closed,yes,vehicle breakdown along Non-corridor corridor and under Ashok Nagar jurisdiction,lcv,Non-corridor,Low,Ashok Nagar,Bengaluru Central Corporation,Central Zone 1,MotherTeressaCircle
FKID007818,unplanned,13.0258275,77.640718,"ORR North 1, Hennuru Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-16 00:09:52.321+00,closed,yes,due to theniqcal issue,lcv,ORR North 1,High,Hennuru,Bengaluru East Corporation,East Zone 2,KalyanNagar-ORR Junc
FKID007819,unplanned,12.9279614,77.5463918,"ORR West 1, Banashankari Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-16 00:46:10.493+00,closed,yes,bmtc bus offloaded at location traffic moving slow,bmtc_bus,ORR West 1,High,Banashankari,Bengaluru West Corporation,West Zone 2,ItmaduJunction
FKID007820,unplanned,12.9528155,77.5408666,"Mysore Road, Byatarayanapura Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-16 01:10:53.896+00,closed,no,vehicle break down,lcv,Mysore Road,High,Byatarayanapura,Bengaluru West Corporation,West Zone 2,SatteliteBusStandJunc
FKID007821,unplanned,13.029057,77.6318213,"Airport New South Road, Hennuru Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-16 01:28:08.395+00,closed,yes,stating prablm,heavy_vehicle,Airport New South Road,High,Hennuru,Bengaluru North Corporation,North Zone 1,HennurRoad-ORR Junc
FKID007822,unplanned,12.9687542,77.5679993,"Chamarajpet Jurisdiction, Bengaluru, Karnataka, India",others,FALSE,2024-01-16 03:01:15.709+00,closed,yes,signal light of due to power cut,,Non-corridor,Low,Chamarajpet,Bengaluru Central Corporation,Central Zone 2,BinnyMillJunction
FKID007823,planned,13.0439997,77.5574639,"ORR North 2, Jalahalli Jurisdiction, Bengaluru, Karnataka, India",construction,FALSE,2024-01-16 03:10:13.032+00,closed,yes,white taping road construction processing,,ORR North 2,High,Jalahalli,Bengaluru North Corporation,North Zone 1,BEL Circle
FKID007824,unplanned,13.0143986,77.5836611,"Bellary Road 1, Sadashivanagar Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-16 04:12:36.921+00,closed,no,remove with in 30 minutes cut break wire,truck,Bellary Road 1,High,Sadashivanagar,Bengaluru West Corporation,West Zone 2,MekhriCircle
FKID007825,unplanned,12.9661307,77.5869643,"Mysore Road, Halasuru Gate Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-16 04:22:38.093+00,closed,no,vehicle breakdown along Mysore Road corridor and under Halasuru Gate jurisdiction,bmtc_bus,Mysore Road,High,Halasuru Gate,Bengaluru Central Corporation,Central Zone 2,N R SquareJunc
FKID007826,unplanned,12.9662941,77.5870212,"Mysore Road, Halasuru Gate Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-16 04:23:16.877+00,closed,yes,vehicle breakdown along Mysore Road corridor and under Halasuru Gate jurisdiction,bmtc_bus,Mysore Road,High,Halasuru Gate,Bengaluru Central Corporation,Central Zone 2,UlsoorGateJunc
FKID007827,unplanned,12.8729477,77.6511736,"Hosur Road, Electronic City Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,TRUE,2024-01-16 04:32:17.528+00,closed,yes,chain accident total 5 vehicle hosa road flyover,private_car,Hosur Road,High,Electronic City,Bengaluru South Corporation,South Zone 2,NaganathapuraJunction
FKID007828,unplanned,12.9073043,77.6008947,"Bannerghata Road, Mico Layout Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-16 04:35:41.844+00,closed,yes,near location roobi 2 towards person,private_bus,Bannerghata Road,High,Mico Layout,Bengaluru South Corporation,South Zone 2,J D MaraJunc
FKID007829,unplanned,12.9728201,77.5386984,"West of Chord Road, Vijayanagara Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-16 04:34:18.737+00,closed,yes,breakdown interanal problem,truck,West of Chord Road,High,Vijayanagara,Bengaluru West Corporation,West Zone 2,VijayanagarBusStandJunction
FKID007830,planned,13.0948944,77.597465,"Bellary Road 2, Yelahanka Jurisdiction, Bengaluru, Karnataka, India",construction,FALSE,2024-01-16 04:40:51.425+00,closed,no,nhai painting work in front of yelahanka coffeeday towards airport,,Bellary Road 2,High,Yelahanka,Bengaluru North Corporation,North Zone 2,YelhankaCircle
FKID007831,unplanned,12.8890467,77.6399533,"Hosur Road, Electronic City Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-16 04:46:05.464+00,closed,yes,this vehicle location gate towards hosa road bettry problem so starting problem,heavy_vehicle,Hosur Road,High,Electronic City,Bengaluru South Corporation,South Zone 2,Kudlu Gate Junc
FKID007832,unplanned,12.9690984,77.6064801,"Mysore Road, Ashok Nagar Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-16 05:05:07.7+00,closed,yes,gear problem,lcv,Mysore Road,High,Ashok Nagar,Bengaluru Central Corporation,Central Zone 1,OldPoliceStation-Ashoknagar
FKID007833,unplanned,13.042724,77.5131004,"Tumkur Road, Peenya Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-16 05:18:02.106+00,closed,yes,ksrtc off road towards h cross service road near location due to vaccum problem,ksrtc_bus,Tumkur Road,High,Peenya,Bengaluru West Corporation,West Zone 1,Chokasandra (Tumkur road)
FKID007834,unplanned,13.0174584,77.5598518,"Tumkur Road, Yeshwanthpura Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-16 06:25:42.615+00,closed,no,vehicle breakdown along Tumkur Road corridor and under Yeshwanthpura jurisdiction,lcv,Tumkur Road,High,Yeshwanthpura,Bengaluru West Corporation,West Zone 2,MS RamaiahJunc(TollGate)
FKID007835,unplanned,13.011444,77.5689655,"Malleshwaram Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-16 07:09:53.416+00,closed,yes,person circle nalli bmtc bus off road aagiddhu sidge idhe traffic problem,bmtc_bus,Non-corridor,Low,Malleshwaram,Bengaluru West Corporation,West Zone 2,MargosaRd-18thCrossJunc
FKID007836,unplanned,12.9774311,77.5852958,"Halasuru Gate Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-16 17:43:35.476+00,closed,yes,20 6,bmtc_bus,Non-corridor,Low,Halasuru Gate,Bengaluru Central Corporation,Central Zone 2,K R Circle
FKID007837,unplanned,13.2571983,77.7128265,"Devanahalli Airport Jurisdiction, Bengaluru, Karnataka, India",construction,FALSE,2024-01-17 02:40:31.276+00,closed,yes,devanahalli db cross near towards city nh44 road work one side congestion,,Non-corridor,Low,Devanahalli Airport,NULL,NULL,DoddaballapuraCrossJunc
FKID007838,unplanned,12.9635362,77.5849463,"Mysore Road, Halasuru Gate Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-16 18:34:18.546+00,closed,yes,traffic location person,bmtc_bus,Mysore Road,High,Halasuru Gate,Bengaluru Central Corporation,Central Zone 2,TownhallJunction
FKID007839,unplanned,13.1067233,77.6021533,"Bellary Road 2, Yelahanka Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-16 18:54:46.368+00,closed,yes,vehicle breakdown along Bellary Road 2 corridor and under Yelahanka jurisdiction,heavy_vehicle,Bellary Road 2,High,Yelahanka,Bengaluru North Corporation,North Zone 2,KogilluCrossJunc
FKID007840,unplanned,12.991531,77.6578814,"Old Madras Road, Banaswadi Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-16 19:17:50.63+00,closed,yes,this car offroad in old madras road near location reason tyre busted in center of the road within half an hour it will remove by towing vehicle now traffic normal moving,private_car,Old Madras Road,High,Banaswadi,Bengaluru Central Corporation,Central Zone 1,BigBazaarJunction(OldMadrasRd)
FKID007841,unplanned,12.9524496,77.5373395,"West of Chord Road, Byatarayanapura Jurisdiction, Bengaluru, Karnataka, India",others,FALSE,2024-01-16 19:20:58.852+00,closed,yes,morning e vehicle deepanjali nagar metro station incoming side off road agiddu side akisiddivi traffic problem,,West of Chord Road,High,Byatarayanapura,Bengaluru West Corporation,West Zone 2,KIMCO Junction
FKID007842,planned,12.9055399,77.5856482,"ORR West 1, J.P. Nagar Jurisdiction, Bengaluru, Karnataka, India",construction,FALSE,2024-01-16 19:23:06.827+00,closed,yes,sanitary work,,ORR West 1,High,J.P. Nagar,Bengaluru South Corporation,South Zone 1,JP Nagar 15th cross junction
FKID007843,unplanned,12.9914917,77.6578683,"Old Madras Road, Banaswadi Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-16 19:25:52.918+00,closed,yes,this car offroad in old madras road near location reason tyre busted in center of the road within half an hour it will remove by towing vehicle now traffic normal moving,taxi,Old Madras Road,High,Banaswadi,Bengaluru Central Corporation,Central Zone 1,BigBazaarJunction(OldMadrasRd)
FKID007844,unplanned,12.9816033,77.5943385,"CBD 2, Cubbon Park Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-16 19:36:44.82+00,closed,yes,tire puncture,lcv,CBD 2,High,Cubbon Park,Bengaluru Central Corporation,Central Zone 2,PoliceTimmaiahCircle(GPO)
FKID007845,unplanned,12.9841502,77.6414011,"Old Madras Road, Jeevanbheemanagar Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-16 20:09:14.669+00,closed,yes,100feet om road towards 80feet om road,ksrtc_bus,Old Madras Road,High,Jeevanbheemanagar,Bengaluru Central Corporation,Central Zone 1,OldMadrasRd-Indranagar100ftRdJunc
FKID007846,unplanned,12.9252994,77.5500992,"ORR West 1, Banashankari Jurisdiction, Bengaluru, Karnataka, India",construction,FALSE,2024-01-16 21:05:09.03+00,active,yes,bwssb work in main road near location signal traffic slow moving,,ORR West 1,High,Banashankari,Bengaluru West Corporation,West Zone 1,KatriguppeJunction
FKID007847,unplanned,13.1070291,77.6032321,"Bellary Road 2, Yelahanka Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-16 21:09:29.775+00,closed,yes,kogilu on flyover to wards airport eicher vehicle starting problem,heavy_vehicle,Bellary Road 2,High,Yelahanka,Bengaluru North Corporation,North Zone 2,KogilluCrossJunc
FKID007848,unplanned,12.9586414,77.5548032,"Mysore Road, Magadi Road Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-16 21:13:00.596+00,closed,yes,housing problem housing problem,truck,Mysore Road,High,Magadi Road,Bengaluru Central Corporation,Central Zone 2,BangaloreBodyBuildersJunc
FKID007849,unplanned,12.982317,77.575899,"High ground Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-16 21:23:14.629+00,closed,yes,person downtramap towards old person will jaam,private_bus,Non-corridor,Low,High ground,Bengaluru Central Corporation,Central Zone 2,AnandRaoJunction
FKID007850,unplanned,13.1065122,77.6008683,"Bellary Road 2, Yelahanka Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-16 21:36:36.41+00,closed,no,kogilu on flyover to wards airport electrical cab starting problem,taxi,Bellary Road 2,High,Yelahanka,Bengaluru North Corporation,North Zone 2,KogilluCrossJunc
FKID007851,unplanned,13.0177789,77.5556665,"Tumkur Road, Sadashivanagar Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-16 21:37:36.111+00,resolved,yes,location road tv tawar towards cl cqal cross out going traffic normal movement,bmtc_bus,Tumkur Road,Low,Sadashivanagar,Bengaluru West Corporation,West Zone 2,YeshwanthpuraCircle
FKID007852,unplanned,13.0178084,77.5556622,"Tumkur Road, R.T. Nagar Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-16 21:40:11.703+00,resolved,yes,location road bmtc bus break down traffic normal movement outgoing,bmtc_bus,Tumkur Road,Low,R.T. Nagar,Bengaluru West Corporation,West Zone 2,YeshwanthpuraCircle
FKID007853,unplanned,12.9913351,77.6567306,"Old Madras Road, Banaswadi Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-16 22:02:01.406+00,closed,yes,breakdown,lcv,Old Madras Road,High,Banaswadi,Bengaluru Central Corporation,Central Zone 1,BigBazaarJunction(OldMadrasRd)
FKID007854,unplanned,12.9169728,77.5888751,"Jayanagara Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-16 22:10:52.576+00,closed,yes,puncture,others,Non-corridor,Low,Jayanagara,Bengaluru South Corporation,South Zone 1,MarenahalliRd-18thMainRdJunc
FKID007855,unplanned,12.9630215,77.5957523,"Mysore Road, Ashok Nagar Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-16 23:48:19.709+00,closed,yes,engine problem,others,Mysore Road,High,Ashok Nagar,Bengaluru Central Corporation,Central Zone 1,BloodBankCircle
FKID007856,unplanned,12.9630478,77.5957383,"Mysore Road, Halasuru Gate Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-16 23:50:43.935+00,closed,yes,engine problem,lcv,Mysore Road,High,Halasuru Gate,Bengaluru Central Corporation,Central Zone 2,BloodBankCircle
FKID007857,unplanned,12.9637926,77.596254,"Mysore Road, Halasuru Gate Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-17 00:15:15.591+00,closed,no,back wheel puncture,auto,Mysore Road,High,Halasuru Gate,Bengaluru Central Corporation,Central Zone 2,Richmond circle jn
FKID007858,unplanned,12.9637451,77.5962145,"Mysore Road, Halasuru Gate Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-17 00:20:33.293+00,closed,no,back wheel puncture,others,Mysore Road,High,Halasuru Gate,Bengaluru Central Corporation,Central Zone 2,Richmond circle jn
FKID007859,unplanned,12.9802472,77.5705285,"Chamarajpet Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-17 01:22:14.477+00,closed,no,starting problem,ksrtc_bus,Non-corridor,Low,Chamarajpet,Bengaluru Central Corporation,Central Zone 2,KhodaysCircle(DV UrsCircle)
FKID007860,unplanned,12.9692985,77.5905992,"Mysore Road, Halasuru Gate Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-17 01:56:25.429+00,closed,yes,vehicle breakdown along Mysore Road corridor and under Halasuru Gate jurisdiction,lcv,Mysore Road,High,Halasuru Gate,Bengaluru Central Corporation,Central Zone 2,HudsonCircle
FKID007861,unplanned,12.9455688,77.5285683,"ORR West 1, Byatarayanapura Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-17 03:54:23.719+00,closed,yes,vehicle break down traffic problem,bmtc_bus,ORR West 1,High,Byatarayanapura,Bengaluru West Corporation,West Zone 2,MysoreRd-RingRdJunc(Nayandanahallii)
FKID007862,unplanned,12.96596,77.5954898,"Mysore Road, Cubbon Park Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,TRUE,2024-01-17 05:19:49.235+00,closed,yes,break down aagide starting person,bmtc_bus,Mysore Road,High,Cubbon Park,Bengaluru Central Corporation,Central Zone 1,Richmond circle jn
FKID007863,unplanned,12.9715452,77.6063927,"Mysore Road, Ashok Nagar Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-17 05:15:27.107+00,closed,no,car vehicle traffic slow road junction person 15,private_car,Mysore Road,High,Ashok Nagar,Bengaluru Central Corporation,Central Zone 1,OperaHouseJunc
